EMOCIONES;RECONOCIMIENTO;¿Eres consciente de que estás sintiendo algo en este momento?
EMOCIONES;RECONOCIMIENTO;¿Puedes reconocer la emoción presente sin juzgarla?
EMOCIONES;RECONOCIMIENTO;¿Siente que tu estado emocional cambia a lo largo del día?
EMOCIONES;RECONOCIMIENTO;¿Notas si surge alguna emoción al recordar lo que pasó hoy?
EMOCIONES;RECONOCIMIENTO;¿Eres capaz de identificar la emoción sin ponerle un nombre?
EMOCIONES;RECONOCIMIENTO;¿Siente tu ánimo como algo presente ahora mismo?
EMOCIONES;RECONOCIMIENTO;¿Te das cuenta de que experimentas emociones sin buscarlas?
EMOCIONES;RECONOCIMIENTO;¿Notas la diferencia entre sentir una emoción y pensar sobre ella?
EMOCIONES;RECONOCIMIENTO;¿Percibes que tu emoción cambia según el ambiente en que estás?
EMOCIONES;RECONOCIMIENTO;¿Reconoces cuando estás tranquilo sin necesidad de analizarlo?
EMOCIONES;RECONOCIMIENTO;¿Te das cuenta de que la emoción aparece sin aviso previo?
EMOCIONES;RECONOCIMIENTO;¿Puedes reconocer un cambio súbito en tu ánimo sin pensarlo mucho?
EMOCIONES;RECONOCIMIENTO;¿Notas que algunas emociones son más intensas que otras?
EMOCIONES;RECONOCIMIENTO;¿Eres consciente de tu estado emocional al despertar?
EMOCIONES;RECONOCIMIENTO;¿Te das cuenta de tus emociones cuando nadie más las nota?
EMOCIONES;RECONOCIMIENTO;¿Reconoces cuándo una emoción desaparece por sí sola?
EMOCIONES;RECONOCIMIENTO;¿Siente que tus emociones pueden estar presentes aun en silencio?
EMOCIONES;RECONOCIMIENTO;¿Notas la diferencia entre sentir y expresar una emoción?
EMOCIONES;RECONOCIMIENTO;¿Reconoces que a veces sientes más de una emoción a la vez?
EMOCIONES;RECONOCIMIENTO;¿Eres consciente de que algunas emociones duran más que otras?
EMOCIONES;RECONOCIMIENTO;¿Percibes cuándo tu emoción cambia al estar en compañía?
EMOCIONES;RECONOCIMIENTO;¿Notas que el lugar influye en cómo te sientes?
EMOCIONES;RECONOCIMIENTO;¿Reconoces emociones sin necesidad de hablarlas?
EMOCIONES;RECONOCIMIENTO;¿Puedes estar presente con tu emoción sin querer cambiarla?
EMOCIONES;RECONOCIMIENTO;¿Eres consciente de tu emoción incluso en momentos de calma?
EMOCIONES;RECONOCIMIENTO;¿Percibes que tu emoción cambia con la música que escuchas?
EMOCIONES;RECONOCIMIENTO;¿Notas la diferencia entre emoción y estado de ánimo prolongado?
EMOCIONES;RECONOCIMIENTO;¿Eres consciente de la emoción que surge al estar solo?
EMOCIONES;RECONOCIMIENTO;¿Notas emociones ligeras que aparecen sin razón aparente?
EMOCIONES;RECONOCIMIENTO;¿Te das cuenta de tus emociones durante una conversación?
EMOCIONES;RECONOCIMIENTO;¿Eres consciente de la emoción que surge cuando alguien te sonríe?
EMOCIONES;RECONOCIMIENTO;¿Reconoces emociones que aparecen en momentos rutinarios?
EMOCIONES;RECONOCIMIENTO;¿Percibes cuándo tu emoción se transforma en otra?
EMOCIONES;RECONOCIMIENTO;¿Puedes distinguir entre emoción fuerte y débil en ti mismo?
EMOCIONES;RECONOCIMIENTO;¿Eres consciente de la emoción al ver una imagen o recuerdo?
EMOCIONES;RECONOCIMIENTO;¿Notas emociones que se repiten con frecuencia en ti?
EMOCIONES;RECONOCIMIENTO;¿Te das cuenta de cuándo aparece la calma?
EMOCIONES;RECONOCIMIENTO;¿Reconoces una emoción incluso si no sabes su origen?
EMOCIONES;RECONOCIMIENTO;¿Eres consciente de la emoción que surge al escuchar tu nombre?
EMOCIONES;RECONOCIMIENTO;¿Notas cómo cambia tu emoción al recibir atención?
EMOCIONES;RECONOCIMIENTO;¿Puedes reconocer una emoción fugaz antes de que se disuelva?
EMOCIONES;RECONOCIMIENTO;¿Te das cuenta de emociones que surgen al respirar profundamente?
EMOCIONES;RECONOCIMIENTO;¿Notas que algunas emociones te llevan a moverte distinto?
EMOCIONES;RECONOCIMIENTO;¿Reconoces la emoción que surge cuando alguien te observa?
EMOCIONES;RECONOCIMIENTO;¿Eres consciente de tus emociones al ver colores o paisajes?
EMOCIONES;RECONOCIMIENTO;¿Percibes la emoción al mirar tu propio reflejo?
EMOCIONES;RECONOCIMIENTO;¿Notas la emoción que surge al pensar en el futuro inmediato?
EMOCIONES;RECONOCIMIENTO;¿Reconoces la emoción que surge al recordar tu infancia?
EMOCIONES;RECONOCIMIENTO;¿Eres consciente de la emoción que aparece al cerrar los ojos?
EMOCIONES;RECONOCIMIENTO;¿Puedes notar tu emoción actual sin buscar su causa?
EMOCIONES;RECONOCIMIENTO;¿Notas tu respiración cuando estás enojado?
EMOCIONES;RECONOCIMIENTO;¿Percibes cambios en tu ritmo cardíaco al sentir miedo?
EMOCIONES;RECONOCIMIENTO;¿Eres consciente de la tensión en tu mandíbula cuando te molestas?
EMOCIONES;RECONOCIMIENTO;¿Notas calor en tu rostro cuando te avergüenzas?
EMOCIONES;RECONOCIMIENTO;¿Percibes mariposas en el estómago al sentir ilusión?
EMOCIONES;RECONOCIMIENTO;¿Notas que tus manos sudan al experimentar ansiedad?
EMOCIONES;RECONOCIMIENTO;¿Reconoces que tu voz cambia cuando estás triste?
EMOCIONES;RECONOCIMIENTO;¿Eres consciente de que tu postura cambia según tu emoción?
EMOCIONES;RECONOCIMIENTO;¿Percibes que tus hombros se encogen cuando sientes temor?
EMOCIONES;RECONOCIMIENTO;¿Notas cómo tu respiración se acelera con la emoción intensa?
EMOCIONES;RECONOCIMIENTO;¿Eres consciente de cómo tu mirada cambia al sentir alegría?
EMOCIONES;RECONOCIMIENTO;¿Percibes que aprietas los puños en momentos de ira?
EMOCIONES;RECONOCIMIENTO;¿Notas pesadez en tu cuerpo cuando estás desanimado?
EMOCIONES;RECONOCIMIENTO;¿Reconoces temblores leves en tu cuerpo bajo estrés?
EMOCIONES;RECONOCIMIENTO;¿Eres consciente de que sonríes involuntariamente cuando estás feliz?
EMOCIONES;RECONOCIMIENTO;¿Notas frío en las manos cuando sientes nervios?
EMOCIONES;RECONOCIMIENTO;¿Percibes tu corazón en el pecho cuando sientes sorpresa?
EMOCIONES;RECONOCIMIENTO;¿Notas cómo tu piel se eriza con emociones intensas?
EMOCIONES;RECONOCIMIENTO;¿Eres consciente de los nudos en el estómago con preocupación?
EMOCIONES;RECONOCIMIENTO;¿Percibes cambios en tu tono de voz cuando estás entusiasmado?
